lat,lon,data_id,event_date,year,event_type,sub_event_type,actor1,actor2,region,country,admin1,lat,lon,fatalities
4.6165,-74.146,8166734,13-Jun-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-) ESMAD,Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.6165,-74.146,0
6.6872,-71.3435,8166931,13-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - 10th Front,Civilians (Colombia),South America,Colombia,Arauca,6.6872,-71.3435,0
7.9382,-72.6047,8167070,13-Jun-21,2021,Violence against civilians,Attack,Unidentified Communal Militia (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.9382,-72.6047,0
8.4471,-73.2609,8167073,13-Jun-21,2021,Battles,Armed clash,Gulf Clan,ELN,South America,Colombia,Norte de Santander,8.4471,-73.2609,1
4.5902,-74.1036,8166733,12-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.5902,-74.1036,1
9.741,-75.5202,8166933,12-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.741,-75.5202,1
1.8555,-78.3711,8068245,11-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,1.8555,-78.3711,0
8.6395,-72.7359,8068107,09-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
10.1489,-73.9608,8068253,09-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,10.1489,-73.9608,1
8.2971,-74.4717,8166932,09-Jun-21,2021,Battles,Armed clash,Gulf Clan,FARC Dissident,South America,Colombia,Bolivar,8.2971,-74.4717,0
3.1738,-76.2613,8533741,09-Jun-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Cauca,3.1738,-76.2613,2
6.7971,-71.7686,8606681,09-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Arauca,6.7971,-71.7686,2
6.2496,-75.5774,8068226,08-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.2496,-75.5774,0
8.6395,-72.7359,8068498,08-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),,South America,Colombia,Norte de Santander,8.6395,-72.7359,0
3.7424,-76.9659,8068282,07-Jun-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.7424,-76.9659,0
4.0853,-76.1977,8068288,07-Jun-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,4.0853,-76.1977,0
8.7271,-72.7493,8068491,07-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.7271,-72.7493,1
4.0853,-76.1977,8068105,06-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.0853,-76.1977,1
9.2686,-74.7702,8068359,06-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,9.2686,-74.7702,1
8.5872,-75.0723,8068372,06-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,8.5872,-75.0723,1
7.9738,-75.4168,8068257,05-Jun-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Cordoba,7.9738,-75.4168,0
8.812,-74.721,8068363,05-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,8.812,-74.721,1
3.0161,-76.4854,8533740,04-Jun-21,2021,Battles,Armed clash,FARC Dissident,Police Forces of Colombia (2018-),South America,Colombia,Cauca,3.0161,-76.4854,5
3.4376,-76.519,8546799,04-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
3.4376,-76.519,8549620,04-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Colombia (2018-),,South America,Colombia,Valle del Cauca,3.4376,-76.519,0
2.8916,-76.5529,8058061,04-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.8916,-76.5529,0
2.6233,-76.5709,8058340,04-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.6233,-76.5709,0
7.8475,-72.4701,8058539,04-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8475,-72.4701,1
10.3832,-75.3319,8068356,04-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.3832,-75.3319,1
9.4025,-75.6813,8068370,04-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Gulf Clan,South America,Colombia,Sucre,9.4025,-75.6813,1
8.2348,-72.4271,8068486,04-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2348,-72.4271,1
7.8939,-72.5078,8068493,04-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
7.9738,-75.4168,8058059,03-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,7.9738,-75.4168,0
11.7146,-72.2648,8058300,03-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,La Guajira,11.7146,-72.2648,0
7.8475,-72.4701,8058536,03-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Venezuela),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8475,-72.4701,1
11.0067,-74.2413,8068252,03-Jun-21,2021,Battles,Armed clash,Los Pachencas Gang,Unidentified Armed Group (Colombia),South America,Colombia,Magdalena,11.0067,-74.2413,2
10.9799,-74.8013,8068304,03-Jun-21,2021,Violence against civilians,Abduction/forced disappearance,Gulf Clan,Civilians (Colombia),South America,Colombia,Atlantico,10.9799,-74.8013,0
6.5565,-75.8271,8058046,02-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Antioquia,6.5565,-75.8271,0
7.8688,-75.8508,8058204,02-Jun-21,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Cordoba,7.8688,-75.8508,0
11.2294,-74.1909,8058218,02-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.2294,-74.1909,0
8.6395,-72.7359,8058540,02-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
3.022,-76.2404,8068337,02-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.022,-76.2404,2
8.9477,-74.1052,8068369,02-Jun-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Bolivar,8.9477,-74.1052,1
8.956,-73.6258,8058035,31-May-21,2021,Explosions/Remote violence,Grenade,ELN,Police Forces of Colombia (2018-),South America,Colombia,Cesar,8.956,-73.6258,0
2.5224,-75.3154,8058038,31-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.5224,-75.3154,9
3.3814,-76.3788,8058326,30-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.3814,-76.3788,1
7.8939,-72.5078,8058541,30-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
4.994,-75.8124,8395337,30-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Caldas,4.994,-75.8124,1
6.5244,-76.976,8432060,30-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Choco,6.5244,-76.976,0
4.7588,-75.9423,8058032,29-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.7588,-75.9423,0
4.6165,-74.146,8058207,29-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.6165,-74.146,0
8.6857,-73.669,8058219,29-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,8.6857,-73.669,1
11.2294,-74.1909,8058221,29-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Gulf Clan,South America,Colombia,Magdalena,11.2294,-74.1909,1
8.1704,-76.0597,8058222,29-May-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,8.1704,-76.0597,1
4.5593,-74.0874,8058283,29-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.5593,-74.0874,0
8.4905,-72.6397,8047093,28-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.4905,-72.6397,0
10.3917,-75.4824,8058031,28-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,0
11.0687,-72.759,8058224,28-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,La Guajira,11.0687,-72.759,1
7.0261,-74.6959,8606680,28-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.0261,-74.6959,1
3.4376,-76.519,8546795,27-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
1.3354,-77.5945,8046685,27-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.3354,-77.5945,2
7.5783,-75.3524,8068099,27-May-21,2021,Battles,Armed clash,Los Caparros Gang,Police Forces of Colombia (2018-),South America,Colombia,Antioquia,7.5783,-75.3524,1
3.3239,-76.2345,8046676,26-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.3239,-76.2345,0
6.5565,-75.8271,8046680,26-May-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Antioquia,6.5565,-75.8271,1
10.9799,-74.8013,8046991,26-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Los Rastrojos Gang,South America,Colombia,Atlantico,10.9799,-74.8013,1
5.6922,-76.658,8166730,26-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Choco,5.6922,-76.658,1
4.0459,-76.1135,8046666,25-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.0459,-76.1135,4
2.9597,-76.6934,8046667,25-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.9597,-76.6934,3
8.1227,-75.7619,8046859,25-May-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Cordoba,8.1227,-75.7619,1
11.1575,-72.5985,8046860,25-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,La Guajira,11.1575,-72.5985,2
9.2729,-75.2419,8046960,25-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.2729,-75.2419,0
3.4376,-76.519,8546794,24-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
1.0289,-76.6172,8046743,24-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-) DIRAN,Civilians (Colombia),South America,Colombia,Putumayo,1.0289,-76.6172,0
1.8071,-78.7639,8068340,24-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.8071,-78.7639,0
3.4376,-76.519,8548908,23-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
3.4376,-76.519,8549346,23-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
9.2686,-74.7702,8046913,23-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,9.2686,-74.7702,1
9.2686,-74.7702,8046954,23-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,9.2686,-74.7702,1
8.7451,-75.8756,8046984,23-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,8.7451,-75.8756,1
10.3917,-75.4824,8046986,23-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,1
8.3103,-73.599,8046865,22-May-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,8.3103,-73.599,0
3.6359,-76.4841,8046939,22-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.6359,-76.4841,3
10.4472,-75.3697,8046990,22-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.4472,-75.3697,1
7.8194,-72.4543,8047098,22-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8194,-72.4543,1
9.5968,-75.2368,8058025,22-May-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Sucre,9.5968,-75.2368,1
8.4001,-73.4241,7991866,21-May-21,2021,Battles,Armed clash,ELN,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.4001,-73.4241,0
2.4511,-76.8118,8046655,21-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.4511,-76.8118,4
3.2531,-76.2289,8046963,21-May-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,3.2531,-76.2289,0
10.9102,-74.7848,8058030,21-May-21,2021,Violence against civilians,Sexual violence,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Atlantico,10.9102,-74.7848,0
2.4825,-76.5741,8166723,21-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Private Security Forces (Colombia),South America,Colombia,Cauca,2.4825,-76.5741,1
10.4605,-73.2594,7991283,20-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,10.4605,-73.2594,1
9.973,-73.8876,7991289,20-May-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Cesar,9.973,-73.8876,1
2.7981,-76.4844,7991527,20-May-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),,South America,Colombia,Cauca,2.7981,-76.4844,0
3.4995,-76.5506,7991535,20-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Valle del Cauca,3.4995,-76.5506,0
8.4026,-73.2071,7991872,20-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.4026,-73.2071,0
3.4376,-76.519,8549353,20-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
7.8939,-72.5078,7991855,19-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
1.8071,-78.7639,7991548,18-May-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Oliver Sinisterra Front,South America,Colombia,Narino,1.8071,-78.7639,3
3.8758,-77.0117,7990944,17-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,0
6.7235,-75.2816,7991389,17-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.7235,-75.2816,0
3.4376,-76.519,8549383,16-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
8.9983,-72.8997,7990940,16-May-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - 33rd Front,Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.9983,-72.8997,2
7.1036,-77.7628,7991544,16-May-21,2021,Battles,Armed clash,Gulf Clan,Military Forces of Colombia (2018-),South America,Colombia,Choco,7.1036,-77.7628,0
3.2623,-76.5425,7990938,15-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.2623,-76.5425,1
8.5673,-74.5553,7991291,15-May-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Bolivar,8.5673,-74.5553,0
8.4261,-76.7846,7991423,15-May-21,2021,Battles,Armed clash,Gulf Clan,Military Forces of Colombia (2018-),South America,Colombia,Antioquia,8.4261,-76.7846,1
8.6395,-72.7359,7991861,15-May-21,2021,Battles,Armed clash,FARC Dissident - 33rd Front,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
7.7858,-72.474,7991863,15-May-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Norte de Santander,7.7858,-72.474,2
11.5288,-72.9115,8068256,15-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,La Guajira,11.5288,-72.9115,1
8.2126,-73.2386,7990930,14-May-21,2021,Battles,Armed clash,Los Pelusos Gang,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.2126,-73.2386,1
1.9345,-77.3062,7990931,14-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.9345,-77.3062,1
2.4825,-76.5741,7990934,14-May-21,2021,Battles,Armed clash,FARC Dissident,Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.4825,-76.5741,0
3.2531,-76.2289,8166729,13-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.2531,-76.2289,1
2.4825,-76.5741,7990916,12-May-21,2021,Violence against civilians,Sexual violence,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Cauca,2.4825,-76.5741,0
3.6569,-76.6886,7991354,12-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.6569,-76.6886,0
2.5224,-75.3154,7991395,12-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.5224,-75.3154,1
1.8555,-78.3711,8046651,12-May-21,2021,Battles,Armed clash,FARC Dissident - Alfonso Cano Front,FARC Dissident - Oliver Sinisterra Front,South America,Colombia,Narino,1.8555,-78.3711,0
3.2223,-75.2399,8068098,12-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,3.2223,-75.2399,2
3.8758,-77.0117,7990901,11-May-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,0
8.3896,-73.38,7990904,11-May-21,2021,Battles,Armed clash,ELN,Police Forces of Colombia (2018-),South America,Colombia,Cesar,8.3896,-73.38,1
3.7231,-75.4807,8046650,11-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,3.7231,-75.4807,1
2.253,-76.6138,7990899,10-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.253,-76.6138,0
8.3585,-72.4792,7991869,10-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Norte de Santander,8.3585,-72.4792,0
5.0577,-75.4911,7991897,10-May-21,2021,Violence against civilians,Sexual violence,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Caldas,5.0577,-75.4911,0
3.2423,-75.5667,7990897,09-May-21,2021,Violence against civilians,Attack,FARC Dissident - Ismael Ruiz Front,Civilians (Colombia),South America,Colombia,Huila,3.2423,-75.5667,2
2.253,-76.6138,7991581,09-May-21,2021,Battles,Armed clash,ELN,Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.253,-76.6138,0
10.3917,-75.4824,7991582,09-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,0
9.3023,-75.3955,7991588,09-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.3023,-75.3955,1
8.3585,-72.4792,7991849,09-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Norte de Santander,8.3585,-72.4792,0
3.4376,-76.519,8549578,09-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
1.8555,-78.3711,7990888,08-May-21,2021,Battles,Armed clash,FARC Dissident - Alfonso Cano Front,FARC Dissident - 30th Front,South America,Colombia,Narino,1.8555,-78.3711,0
9.2407,-75.2276,7991583,08-May-21,2021,Battles,Armed clash,Police Forces of Colombia (2018-),Unidentified Armed Group (Colombia),South America,Colombia,Sucre,9.2407,-75.2276,2
8.576,-72.9262,7991857,08-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.576,-72.9262,1
1.8555,-78.3711,8046845,07-May-21,2021,Battles,Armed clash,FARC Dissident - Alfonso Cano Front,FARC Dissident - Oliver Sinisterra Front,South America,Colombia,Narino,1.8555,-78.3711,0
0.699,-75.2537,7938137,05-May-21,2021,Battles,Armed clash,FARC Dissident - 62nd Front,Military Forces of Colombia (2018-),South America,Colombia,Caqueta,0.699,-75.2537,1
7.5783,-75.3524,7938644,05-May-21,2021,Battles,Armed clash,Los Caparros Gang,Police Forces of Colombia (2018-),South America,Colombia,Antioquia,7.5783,-75.3524,1
10.3917,-75.4824,7991453,05-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,0
7.027,-71.4268,8266817,04-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Arauca,7.027,-71.4268,1
2.9356,-75.2777,7938435,04-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.9356,-75.2777,1
9.9826,-75.3008,7938637,04-May-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Bolivar,9.9826,-75.3008,1
8.1704,-76.0597,7938638,04-May-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Cordoba,8.1704,-76.0597,2
8.0818,-73.2217,7938885,04-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.0818,-73.2217,0
8.0818,-73.2217,7938886,04-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.0818,-73.2217,0
6.9975,-73.0547,8534736,04-May-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Santander,6.9975,-73.0547,0
3.4376,-76.519,8546783,04-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
3.8758,-77.0117,8058028,03-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,2
3.822,-76.5222,7938133,03-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.822,-76.5222,6
8.7451,-75.8756,7938655,03-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,8.7451,-75.8756,1
7.145,-75.8475,7938281,02-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.145,-75.8475,1
8.5702,-73.4684,7938883,02-May-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.5702,-73.4684,0
8.9983,-72.8997,7938890,02-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.9983,-72.8997,1
3.529,-76.4998,7938621,01-May-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.529,-76.4998,0
0.3433,-76.9124,8068104,01-May-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,0.3433,-76.9124,1
3.0161,-76.4854,7928145,30-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.0161,-76.4854,1
